,Repositório,Organização,Dockerfile,Linguagens,Data Criação,Data Update,Repo link
7,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/rpm/generate.sh""!
#


FROM fedora:20


RUN yum install -y @development-tools fedora-packager
RUN yum install -y btrfs-progs-devel device-mapper-devel glibc-static libselinux-devel sqlite-devel tar


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
8,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/rpm/generate.sh""!
#


FROM fedora:21


RUN yum install -y @development-tools fedora-packager
RUN yum install -y btrfs-progs-devel device-mapper-devel glibc-static libselinux-devel sqlite-devel tar


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
9,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/rpm/generate.sh""!
#


FROM fedora:22


RUN yum install -y @development-tools fedora-packager
RUN yum install -y btrfs-progs-devel device-mapper-devel glibc-static libselinux-devel sqlite-devel tar


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
10,hekra01/docker,,"# VERSION:        0.1
# DESCRIPTION:    Create chromium container with its dependencies
# AUTHOR:         Jessica Frazelle <jess@docker.com>
# COMMENTS:
#   This file describes how to build a Chromium container with all
#   dependencies installed. It uses native X11 unix socket.
#   Tested on Debian Jessie
# USAGE:
#   # Download Chromium Dockerfile
#   wget http://raw.githubusercontent.com/docker/docker/master/contrib/desktop-integration/chromium/Dockerfile
#
#   # Build chromium image
#   docker build -t chromium .
#
#   # Run stateful data-on-host chromium. For ephemeral, remove -v /data/chromium:/data
#   docker run -v /data/chromium:/data -v /tmp/.X11-unix:/tmp/.X11-unix \
#   -e DISPLAY=unix$DISPLAY chromium


#   # To run stateful dockerized data containers
#   docker run --volumes-from chromium-data -v /tmp/.X11-unix:/tmp/.X11-unix \
#   -e DISPLAY=unix$DISPLAY chromium


# Base docker image
FROM debian:jessie
MAINTAINER Jessica Frazelle <jess@docker.com>


# Install Chromium
RUN apt-get update && apt-get install -y \
    chromium \
    chromium-l10n \
    libcanberra-gtk-module \
    libexif-dev \
    --no-install-recommends


# Autorun chromium
CMD [""/usr/bin/chromium"", ""--no-sandbox"", ""--user-data-dir=/data""]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
11,hekra01/docker,,"# VERSION:        0.1
# DESCRIPTION:    Create gparted container with its dependencies
# AUTHOR:         Jessica Frazelle <jess@docker.com>
# COMMENTS:
#   This file describes how to build a gparted container with all
#   dependencies installed. It uses native X11 unix socket.
#   Tested on Debian Jessie
# USAGE:
#   # Download gparted Dockerfile
#   wget http://raw.githubusercontent.com/docker/docker/master/contrib/desktop-integration/gparted/Dockerfile
#
#   # Build gparted image
#   docker build -t gparted .
#
#   docker run -v /tmp/.X11-unix:/tmp/.X11-unix \
#     --device=/dev/sda:/dev/sda \
#     -e DISPLAY=unix$DISPLAY gparted
#


# Base docker image
FROM debian:jessie
MAINTAINER Jessica Frazelle <jess@docker.com>


# Install Gparted and its dependencies
RUN apt-get update && apt-get install -y \
    gparted \
    libcanberra-gtk-module \
    --no-install-recommends


# Autorun gparted
CMD [""/usr/sbin/gparted""]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
12,hekra01/docker,,"FROM busybox
EXPOSE 80/tcp
COPY httpserver .
CMD [""./httpserver""]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
13,hekra01/docker,,"FROM docs/base:hugo
MAINTAINER Mary Anthony <mary@docker.com> (@moxiegirl)


# To get the git info for this repo
COPY . /src


COPY . /docs/content/


WORKDIR /docs/content


RUN /docs/content/touch-up.sh


WORKDIR /docs
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
14,hekra01/docker,,"FROM debian


RUN apt-get update && apt-get install -yq openssl


ADD make_certs.sh /




WORKDIR /data
VOLUME [""/data""]
CMD /make_certs.sh
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
15,hekra01/docker,,"# Dockerizing MongoDB: Dockerfile for building MongoDB images
# Based on ubuntu:latest, installs MongoDB following the instructions from:
# http://docs.mongodb.org/manual/tutorial/install-mongodb-on-ubuntu/


FROM       ubuntu:latest
MAINTAINER Docker


# Installation:
# Import MongoDB public GPG key AND create a MongoDB list file
RUN apt-key adv --keyserver hkp://keyserver.ubuntu.com:80 --recv 7F0CEB10
RUN echo ""deb http://repo.mongodb.org/apt/ubuntu ""$(lsb_release -sc)""/mongodb-org/3.0 multiverse"" | tee /etc/apt/sources.list.d/mongodb-org-3.0.list
# Update apt-get sources AND install MongoDB
RUN apt-get update && apt-get install -y mongodb-org


# Create the MongoDB data directory
RUN mkdir -p /data/db


# Expose port #27017 from the container to the host
EXPOSE 27017


# Set /usr/bin/mongod as the dockerized entry-point application
ENTRYPOINT [""/usr/bin/mongod""]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
16,hekra01/docker,,"FROM golang:1.4
RUN mkdir -p /go/src/github.com/cpuguy83
RUN mkdir -p /go/src/github.com/cpuguy83 \
    && git clone -b v1.0.1 https://github.com/cpuguy83/go-md2man.git /go/src/github.com/cpuguy83/go-md2man \
    && cd /go/src/github.com/cpuguy83/go-md2man \
    && go get -v ./...
CMD [""/go/bin/go-md2man"", ""--help""]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
17,hekra01/docker,,"FROM golang:1.4


RUN go get golang.org/x/tools/cmd/cover


ENV GOPATH $GOPATH:/go/src/github.com/docker/libcontainer/vendor
RUN go get github.com/docker/docker/pkg/term


# setup a playground for us to spawn containers in
RUN mkdir /busybox && \
    curl -sSL 'https://github.com/jpetazzo/docker-busybox/raw/buildroot-2014.11/rootfs.tar' | tar -xC /busybox


RUN curl -sSL https://raw.githubusercontent.com/docker/docker/master/hack/dind -o /dind && \
    chmod +x /dind


COPY . /go/src/github.com/docker/libcontainer
WORKDIR /go/src/github.com/docker/libcontainer
RUN cp sample_configs/minimal.json /busybox/container.json


RUN go get -d -v ./...
RUN make direct-install


ENTRYPOINT [""/dind""]
CMD [""make"", ""direct-test""]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
18,harunyardimci/activemq,,"FROM java:8


ENV VERSION=""5.11.1"" USER=""activemq"" DATA_PATH=""/mnt/data/activemq""


LABEL activemq-version=""${VERSION}"" desc=""Apache ActiveMQ""


EXPOSE 61616 8161


RUN mkdir -p /opt
WORKDIR /opt


RUN curl http://apache.mivzakim.net/activemq/${VERSION}/apache-activemq-${VERSION}-bin.tar.gz | tar -xz
RUN rm -f apache-activemq-${VERSION}-bin.tar.gz


RUN groupadd -r ${USER} && useradd -r -g ${USER} ${USER}
RUN chown -R ${USER}:${USER} apache-activemq-${VERSION}


RUN ln -s apache-activemq-${VERSION} apache-activemq


USER ${USER}


CMD ACTIVEMQ_USER=""${USER}"" \
    ACTIVEMQ_DATA=""${DATA_PATH}"" \
    ACTIVEMQ_OPTS_MEMORY=""-Xms${JVM_XMS} -Xmx${JVM_XMX}"" \
    apache-activemq/bin/activemq console
 
",,2015-08-12 19:57:18,2015-08-12 20:16:20,https://github.com/harunyardimci/activemq
19,puckel/docker-grafana,,"# VERSION 2.1
# AUTHOR: Matthieu ""Puckel_"" Roisil
# DESCRIPTION: Basic Grafana-based
# BUILD: docker build --rm -t puckel/grafana
# SOURCE: https://github.com/puckel/docker-grafana


FROM puckel/docker-base
MAINTAINER Puckel_


# Never prompts the user for choices on installation/configuration of packages
ENV DEBIAN_FRONTEND noninteractive
ENV TERM linux
# Work around initramfs-tools running on kernel 'upgrade': <http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=594189>
ENV INITRD No


ENV GRAFANA_VERSION 2.1.2


RUN apt-get update -yqq \
    && apt-get install -yqq \
    libfontconfig1 \
    && curl -k -sO https://grafanarel.s3.amazonaws.com/builds/grafana_${GRAFANA_VERSION}_amd64.deb \
    && dpkg -i grafana_${GRAFANA_VERSION}_amd64.deb \
    && rm -f grafana_${GRAFANA_VERSION}_amd64.deb \
    && rm -rf \
    /var/lib/apt/lists/* \
    /tmp/* \
    /var/tmp/* \
    /usr/share/man \
    /usr/share/doc \
    /usr/share/doc-base


EXPOSE 3000


CMD [""/usr/sbin/grafana-server"", ""-config=/etc/grafana/grafana.ini"",""-homepath=/usr/share/grafana""]
",,2015-08-13 09:47:18,2015-08-13 09:47:18,https://github.com/puckel/docker-grafana
20,liubin/docker-wordpress,,"FROM index.alauda.cn/library/wordpress:latest


COPY docker-entrypoint.sh /entrypoint.sh
RUN chmod +x /entrypoint.sh




","Shell
100.0%",2015-08-16 14:21:24,2015-08-16 14:23:56,https://github.com/liubin/docker-wordpress
21,akurkin/lightweight_rails_app,,"FROM rails:onbuild
","Ruby
94.1%





HTML
5.9%",2015-08-16 09:26:34,2017-09-20 13:57:24,https://github.com/akurkin/lightweight_rails_app
22,AlbertoElias/BotFounder,,"FROM google/golang
ADD *.go /gopath/botfounder/
ADD templates /gopath/botfounder/templates
ENV PORT 3000
ENV GIT_SSL_NO_VERIFY 1
ENV GOBIN /bin
WORKDIR /gopath/botfounder/
RUN go get
RUN go build
EXPOSE 3000
CMD [""/gopath/botfounder/botfounder""]
","Go
97.1%





Makefile
2.9%",2015-08-14 22:35:43,2015-08-16 09:07:24,https://github.com/AlbertoElias/BotFounder
23,interactive-solutions/eatmydata-mysql-server,"Organization(name=None, id=11486644)","FROM mysql:latest


# Install eat my data
RUN apt-get update && apt-get install -y eatmydata && apt-get clean


# Wrap the entrypoint with eat my data
ENTRYPOINT [""eatmydata"", ""/entrypoint.sh""]


CMD [""mysqld""]
",,2015-08-05 09:36:58,2015-08-05 09:36:58,https://github.com/interactive-solutions/eatmydata-mysql-server
24,dharmi/docker-meteor-todos,,"

# Set the base image to minimized Ubuntu
#FROM phusion/baseimage
FROM google/debian:wheezy


VOLUME /storage/mongodb_data
# Update the repository
RUN apt-get update && \
    apt-get install -y curl nginx mongodb-server supervisor
#RUN rm /var/lib/mongodb/mongod.lock
# RUN service mongodb start


# Remove the default Nginx configuration file
RUN rm -v /etc/nginx/nginx.conf


# Copy a configuration file from the current directory
ADD nginx.conf /etc/nginx/


# Copy supervisord configuration file
ADD supervisord.conf /etc/supervisor/conf.d/supervisord.conf


#RUN chmod -R 777 /var/log/supervisor
#RUN chmod -R 777 /etc/supervisor
# RUN adduser vcap sudo; exit 0


# Append ""daemon off;"" to the beginning of the configuration
# RUN echo ""daemon off;"" >> /etc/nginx/nginx.conf


ENV MONGO_URL mongodb://localhost:27017/meteor




# Install Meteor
RUN curl  https://install.meteor.com/ | sh
RUN meteor create --example todos
WORKDIR /todos
USER root
EXPOSE 80 3000


# Run Meteor and Nginx
CMD [""/usr/bin/supervisord"", ""-c"", ""/etc/supervisor/conf.d/supervisord.conf""]
","Nginx
100.0%",2015-08-06 20:23:01,2015-08-07 02:03:50,https://github.com/dharmi/docker-meteor-todos
25,KO527/DayNiteEvents,,"FROM dockerfile/nodejs


MAINTAINER Matthias Luebken, matthias@catalyst-zero.com


WORKDIR /home/mean


# Install Mean.JS Prerequisites
RUN npm install -g grunt-cli
RUN npm install -g bower


# Install Mean.JS packages
ADD package.json /home/mean/package.json
RUN npm install


# Manually trigger bower. Why doesnt this work via npm install?
ADD .bowerrc /home/mean/.bowerrc
ADD bower.json /home/mean/bower.json
RUN bower install --config.interactive=false --allow-root


# Make everything available for start
ADD . /home/mean


# currently only works for development
ENV NODE_ENV development


# Port 3000 for server
# Port 35729 for livereload
EXPOSE 3000 35729
CMD [""grunt""]
","JavaScript
71.3%





HTML
20.6%





CSS
7.8%





Shell
0.3%",2015-08-19 05:14:57,2016-02-26 12:35:56,https://github.com/KO527/DayNiteEvents
26,tenxcloud/docker-centos,"Organization(name=None, id=11516606)","FROM index.tenxcloud.com/tenxcloud/centos:centos5
ADD CentOS-Base.repo /etc/yum.repos.d/
RUN yum -y update
",,2015-08-19 07:28:36,2017-09-28 03:46:28,https://github.com/tenxcloud/docker-centos
27,tenxcloud/docker-centos,"Organization(name=None, id=11516606)","FROM index.tenxcloud.com/tenxcloud/centos:centos6
ADD CentOS-Base.repo /etc/yum.repos.d/
RUN yum -y update
",,2015-08-19 07:28:36,2017-09-28 03:46:28,https://github.com/tenxcloud/docker-centos
28,tenxcloud/docker-centos,"Organization(name=None, id=11516606)","FROM index.tenxcloud.com/tenxcloud/centos:latest
ADD CentOS-Base.repo /etc/yum.repos.d/
RUN yum -y update
",,2015-08-19 07:28:36,2017-09-28 03:46:28,https://github.com/tenxcloud/docker-centos
29,QuanticPotato/dockerfile,,"FROM occitech/cakephp:5.6-apache


MAINTAINER Barnabé Chauvin <barnabe.chauvin@gmail.com>


# php configuration
COPY php.ini /usr/local/etc/php/


# Set the webroot/ directory of the given volume as the apache root directory
RUN rm -r /var/www/html && \
	ln -s /app/webroot /var/www/html


# Install packages (mysql, mail)
RUN apt-get update && apt-get install -y  \
	mysql-client


# Install the lua extension
RUN cd /tmp && \
	curl -O ftp://ftp.cwru.edu/pub/bash/readline-6.3.tar.gz && tar -xvf readline-6.3.tar.gz && cd readline-6.3 && \
	./configure && make -j8 && make install && cd .. && \
    curl -O ftp://ftp.gnu.org/gnu/ncurses/ncurses-6.0.tar.gz && tar -xvf ncurses-6.0.tar.gz && cd ncurses-6.0 && \
	./configure && make -j8 && make install && cd .. && \
    curl -O http://www.lua.org/ftp/lua-5.2.0.tar.gz && tar -xvf lua-5.2.0.tar.gz && cd lua-5.2.0 && \
	make CFLAGS='-fPIC' linux -j8 && make install && cd .. && \
    curl -O https://pecl.php.net/get/lua-1.1.0.tgz && tar -xvf lua-1.1.0.tgz && cd lua-1.1.0 && \
	phpize && ./configure --with-lua=/usr/local && make -j8 && make install && \
	docker-php-ext-enable lua.so && \
	rm /tmp/* -rf 


CMD apache2-foreground
",,2015-08-14 19:49:22,2016-02-10 08:59:01,https://github.com/QuanticPotato/dockerfile
0,QuanticPotato/dockerfile,,"FROM composer/composer


MAINTAINER Barnabé Chauvin <barnabe.chauvin@gmail.com>


RUN apt-get update && apt-get install -y \
	g++ \
	libicu-dev


# Install the PHP-intl extension
RUN docker-php-ext-install intl


",,2015-08-14 19:49:22,2016-02-10 08:59:01,https://github.com/QuanticPotato/dockerfile
1,QuanticPotato/dockerfile,,"FROM mysql


MAINTAINER Barnabé Chauvin <barnabe.chauvin@gmail.com>


# Set a working directory
VOLUME ['/app']
WORKDIR /app
",,2015-08-14 19:49:22,2016-02-10 08:59:01,https://github.com/QuanticPotato/dockerfile
2,QuanticPotato/dockerfile,,"FROM digitallyseamless/nodejs-bower-grunt


MAINTAINER Barnabé Chauvin <barnabe.chauvin@gmail.com>


# Set a working directory
VOLUME ['/app']
WORKDIR /app
",,2015-08-14 19:49:22,2016-02-10 08:59:01,https://github.com/QuanticPotato/dockerfile
3,d-ark/rea-robot,,"FROM ruby:2.2
RUN mkdir -p /usr/src/app
COPY . /usr/src/app
WORKDIR /usr/src/app/
RUN bundle install --without development --deployment
ENTRYPOINT './bin/rea-robot'
","Ruby
99.8%





Shell
0.2%",2015-07-12 10:34:23,2015-07-12 10:40:47,https://github.com/d-ark/rea-robot
4,technocratau/pipe-data,"Organization(name=None, id=826933)","FROM ubuntu:14.04
# @todo: Consider adding keep alive for container.
# RUN [""tail"", ""-f"", ""/dev/null""]
",,2015-07-31 08:04:33,2015-07-31 08:06:34,https://github.com/technocratau/pipe-data
5,LoicMahieu/deis-test-nodejs,,"FROM mhart/alpine-node


WORKDIR /app
COPY . .
RUN npm install


EXPOSE 3000
CMD [ ""npm"", ""start""]
","JavaScript
100.0%",2015-08-02 17:37:11,2015-08-02 17:40:57,https://github.com/LoicMahieu/deis-test-nodejs
6,ermaker/sg,,"FROM ruby:onbuild


ENV WEB_CONCURRENCY=4
ENV RACK_ENV=production


EXPOSE 5000
CMD [""foreman"", ""start""]
","Ruby
98.9%





HTML
1.1%",2015-08-03 03:41:32,2015-08-03 03:42:46,https://github.com/ermaker/sg
7,fortitudecloud/nancy-demo,,"FROM        mono:4.0.1
COPY        . /src
WORKDIR     /src
RUN         xbuild Nancy.Demo.Hosting.Docker.sln
EXPOSE      5004
ENTRYPOINT  [""mono"", ""src/bin/Nancy.Demo.Hosting.Docker.exe""]
","C#
65.1%





HTML
34.9%",2015-07-02 04:04:02,2015-07-02 04:13:28,https://github.com/fortitudecloud/nancy-demo
8,Duke-Translational-Bioinformatics/duke-data-service-portal,"Organization(name=None, id=7585420)","FROM node:0.12-onbuild


ADD ./ /var/www/app
WORKDIR /var/www/app
RUN [""npm"", ""install"", ""-g""]
RUN [""npm"", ""link""]
EXPOSE 1337 35729
CMD [""node"", ""app.js""]
","JavaScript
95.9%





HTML
2.1%





CSS
1.9%





Shell
0.1%",2015-07-13 17:48:39,2017-12-03 15:12:55,https://github.com/Duke-Translational-Bioinformatics/duke-data-service-portal
9,tillkahlbrock/circle-docker-test,,"FROM php:5.6-cli
COPY . /usr/local/bin/circle-docker-test
WORKDIR /usr/local/bin/circle-docker-test
CMD [ ""./vendor/bin/phpunit"" ]
","PHP
100.0%",2015-08-04 07:44:36,2015-08-04 08:04:58,https://github.com/tillkahlbrock/circle-docker-test
10,nsaje/dagger,,"FROM gliderlabs/alpine:3.2
ENTRYPOINT [""dagger""]


COPY . /go/src/github.com/nsaje/dagger
RUN apk-install -t build-deps go git \
	&& cd /go/src/github.com/nsaje/dagger \
	&& export GOPATH=/go \
	&& go get \
	&& go install ./... \
	&& rm -rf /go \
	&& apk del --purge build-deps
","Go
99.6%





Other
0.4%",2015-08-29 16:57:28,2017-09-27 09:20:47,https://github.com/nsaje/dagger
11,jorgebonilla/ansible-junos,,"FROM ubuntu:14.04
MAINTAINER jorge.luis.bonilla@gmail.com


ENV DEBIAN_FRONTEND noninteractive




# 1 - Update apt-get
RUN apt-get update


#2 Install junos-eznc


RUN apt-get install -y python-pip python-dev  python-lxml libxml2-dev libxslt1-dev openssl ca-certificates ssh
RUN pip install ncclient
RUN pip install junos-eznc


#3 install  netconify
RUN pip install junos-netconify


#2 Install Ansible
RUN pip install ansible && mkdir /etc/ansible


#3 - Install Junos Galaxy on ansible
RUN ansible-galaxy install Juniper.junos


#4 - Clean up
RUN apt-get clean &&\
apt-get purge


#Optional - Copy example files
ADD ./example /tmp/example
",,2015-08-29 17:42:10,2016-02-25 20:07:09,https://github.com/jorgebonilla/ansible-junos
12,olok/docker-sbt,"Organization(name=None, id=13738326)","FROM olok/oracle-jdk


RUN apt-get update && apt-get install -y git


RUN mkdir /opt/sbt &&\
    wget --local-encoding=UTF-8 -O /opt/sbt/sbt.tar.gz https://dl.bintray.com/sbt/native-packages/sbt/0.13.11/sbt-0.13.11.tgz &&\
    tar xpfo /opt/sbt/sbt.tar.gz -C /opt/sbt --strip 1 &&\
    rm /opt/sbt/sbt.tar.gz


ENV PATH $PATH:/opt/sbt/bin
",,2015-08-30 12:51:24,2016-05-24 08:24:30,https://github.com/olok/docker-sbt
13,cnam/md2html,,"FROM scratch


COPY ./md2html /usr/local/bin


VOLUME [""/data"", ""/cache""]


WORKDIR /data


ENTRYPOINT [""md2html""]
","Go
92.6%





Makefile
6.4%





Smarty
1.0%",2015-08-30 10:20:03,2017-11-13 14:05:26,https://github.com/cnam/md2html
14,masieroi/docker-liferay,,"# Liferay 6.2 CE
# 
# VERSION 0.0.2
#


FROM masieroi/docker-debian-java7


MAINTAINER Ivano Masiero <info@ivanomasiero.com>


ENV TERM=xterm


# install utils
RUN apt-get update && apt-get install -y \
nano \
zip \
vim \
unzip


# install liferay
RUN curl -O -s -k -L -C - http://downloads.sourceforge.net/project/lportal/Liferay%20Portal/6.2.5%20GA6/liferay-portal-tomcat-6.2-ce-ga6-20160112152609836.zip \
	&& unzip liferay-portal-tomcat-6.2-ce-ga6-20160112152609836.zip -d /opt \
	&& rm liferay-portal-tomcat-6.2-ce-ga6-20160112152609836.zip


RUN /bin/echo -e '\nCATALINA_OPTS=""$CATALINA_OPTS -Dexternal-properties=portal-postgres.properties""' >> /opt/liferay-portal-6.2-ce-ga6/tomcat-7.0.62/bin/setenv.sh


# add configuration Liferay file
ADD /portal-bundle.properties /opt/liferay-portal-6.2-ce-ga6/portal-bundle.properties
ADD /portal-postgres.properties /opt/liferay-portal-6.2-ce-ga6/portal-postgres.properties


# add Remote IDE Connector CE 2.0.1 portlet (for remote debugging)
ADD [""/portlets/server-manager-web"", ""/opt/liferay-portal-6.2-ce-ga6/tomcat-7.0.62/webapps/server-manager-web""]


VOLUME [""/var/liferay-home"", ""/opt/liferay-portal-6.2-ce-ga6/""]


# Ports
EXPOSE 8080


# Set JAVA_HOME
ENV JAVA_HOME /opt/java


# EXEC
CMD [""run""]
ENTRYPOINT [""/opt/liferay-portal-6.2-ce-ga6/tomcat-7.0.62/bin/catalina.sh""]
","Java
100.0%",2015-08-25 07:33:07,2016-03-02 17:07:51,https://github.com/masieroi/docker-liferay
